title,author,condition,price
A Comedy of Marriage and Other Tales,by Guy De Maupassant,New,£28.19
Buried Alive,by Arnold Bennett,New,£26.19
Notre-dame De Paris. Illustre Par Brion...,by Victor Hugo,New,£19.39
"Contes Populaires De Basse-bretagne, Volume 1...",by Francois-Marie Luzel,New,£32.99
La Chartreuse De Parme...,by Stendhal,New,£35.99
In Memoriam [by A. Tennyson],by Alfred Tennyson (1st Baron ),New,£17.49
In Memoriam [by A. Tennyson],by Alfred Tennyson (1st Baron ),New,£27.19
"La Divina Commedia, Volumes 1-3",by Dante Alighieri,New,£12.59
"La Divina Commedia, Volumes 1-3",by Dante Alighieri,New,£24.29
"The Divine Comedy, Tr. by H.W. Longfellow",by Dante Alighieri,New,£19.39
"The Divine Comedy, Tr. by H.W. Longfellow",by Dante Alighieri,New,£28.19
The Merchant of Berlin,by L Muhlbach,New,£21.39
La Science Et L'hypothese,by Poincare Henri 1854-1912,New,£20.39
The Merchant of Berlin,by L Muhlbach,New,£29.19
Love and Other Stories,by Anton Pavlovich Chekhov,New,£26.19
Dictionnaire raisonne de l'architecture francaise du XIe au XVIe siecle,by Eugene-Emmanuel Viollet-Le-Duc,New,£26.19
Dictionnaire raisonne de l'architecture francaise du XIe au XVIe siecle,by Eugene-Emmanuel Viollet-Le-Duc,New,£33.99
"Little Women, or, Meg, Jo, Beth, and Amy",by Louisa May Alcott,New,£34.99
Crime and Punishment,by Fyodor Dostoyevsky,New,£24.29
The Adventures of Paddy the Beaver,by Thornton Waldo Burgess,New,£25.19
Les Amours D'Une Empoisonneuse,by Emile Gaboriau,New,£20.39
The Forged Coupon,by Leo Tolstoy,New,£19.39
Spinning-Wheel Stories,by Louisa May Alcott,New,£19.39
The New Girl at St. Chad's,by Angela Brazil,New,£17.49
Spinning-Wheel Stories,by Louisa May Alcott,New,£28.19
The Lovels of Arden,by Mary Elizabeth Braddon,New,£33.99
The Twenty-Fourth of June,by Grace Smith Richmond,New,£28.19
Camera Obscura Van Hildebrand...,by Nicolaas Beets,New,£21.39
Commentary on St. Paul's Epistle to the Romans; Volume 2,by Frederic Godet,New,£22.29
De Sedibus Et Causis Morborum Per Anatomen Indagatis,by Giambattista Morgagni,New,£26.19
The Wouldbegoods,by Edith Nesbit,New,£17.49
The Life and Complete Works in Prose and Verse of Robert Greene,by Alexander B Grosart,New,£21.39
The Merchant of Venice,by William Shakespeare,New,£15.49
The Long Dim Trail,by Forrestine Cooper Hooker,New,£21.39
The Awakening,by Kate Chopin,Good,£3.49
Moby Dick,by Herman Melville,Well Read,£3.49
The Other House,by Henry James,Very Good,£3.49
The Happy Prince & Other Stories,by Oscar Wilde,Very Good,£5.30
Les Miserables (vol. 2 of 2),by Victor Hugo,Very Good,£5.30
The Warden,by Anthony Trollope,Very Good,£3.99
Nicholas Nickleby,by Dickens,Very Good,£3.50
Fairy Tales,by Hans Christian Andersen,Very Good,£3.49
Sesame and Lilies,by John Ruskin,Very Good,£3.49
A Room with a View (Barnes & Noble Classics Series),by E. M. Forster,Good,£6.99
Jonathan Wild the Great,by Henry Fielding,Like New,£3.49
Notre Coueur,by Guy de Maupassant,Very Good,£4.80
The Collected Works of Nathanael West,by Nathanael West,Very Good,£3.49
Les albums de Martine,by Michel Tremblay,Very Good,£3.49
Episodes of Vathek,by William Beckford,Very Good,£5.00
The Ladies' Paradise,by Emile Zola,Good,£5.00
Of Mice And Men,by John Steinbeck,Very Good,£14.99
Collection Monsieur Madame (Mr Men & Little Miss),,Very Good,£3.49
Satyrica,by R.Bracht Petronius,Very Good,£3.49
Forms of Feeling in Victorian Fiction,by Barbara Hardy,Very Good,£3.50
The Pickwick Papers,by Charles Dickens,Very Good,£4.30
Gobseck,by Honore de Balzac,Very Good,£3.49
Librio,by Melanie Lamarre,Well Read,£3.49
L'oeil du loup,by Daniel Pennac,Very Good,£4.80
Bronte Sisters Omnibus,by Emily Bronte,Well Read,£3.49
Kidnapped (RED),by Robert Louis Stevenson,Very Good,£3.60
Sons and Lovers,by D. H. Lawrence,Very Good,£3.49
Lord Jim,by Joseph Conrad,Good,£3.49
Contes,by Hans Christian Andersen,Very Good,£3.49
The Vicar of Bullhampton,by Anthony Trollope,Very Good,£4.99
Pride and Prejudice,by Jane Austen,Good,£3.49
Papa!,by Philippe Corentin,Very Good,£3.49
The Way We Live Now,by Anthony Trollope,Very Good,£3.50
Master Humphrey's Clock,by Charles Dickens,Very Good,£3.49
Villette,by Charlotte Bronte,Very Good,£3.99
The Oxford Book of Gothic Tales,by Chris Baldick,Very Good,£4.80
The Man in the Iron Mask,by Alexandre Dumas,Very Good,£3.50
The Shakespeare Handbook,by Robert Maslen,Very Good,£3.80
The Private Memoirs and Confessions of a Justified Sinner,by James Hogg,Very Good,£3.80
Le Noel de Madeleine,by Ludwig Bemelsman,Very Good,£4.10
My Father's Life,by Restif de La Bretonne,Good,£3.49
A Sentimental Education,by Gustave Flaubert,Good,£3.50
Dr. Finlay's Casebook,by A. J. Cronin,Very Good,£4.80
Lucien Leuwen 1,by Stendhal,Very Good,£3.50
His Natural Life,by Marcus Clarke,Very Good,£3.50
Trilby,by George Du Maurier,Very Good,£4.30
"""Gulliver's Travels""",by B. Hammond,Very Good,£3.49
The Heir,by Vita Sackville-West,Very Good,£7.99
The Descent of Man and Other Stories,by Edith Wharton,New,£7.59
Tess of the d'Urbervilles,by Thomas Hardy,New,£11.19
The Reign of Greed,by Jos Rizal,New,£9.09
The Novels of Frances Harper,by Frances Ellen Watkins Harper,New,£12.69
Ghetto Tragedies,by Israel Zangwill,New,£9.09
Trilby,by George Du Maurier,New,£9.09
The Heir,by V. Sackville-West,New,£6.89
The Conquest,by Oscar Micheaux,New,£7.59
Mr. and Mrs. Dunbar,by Paul Laurence Dunbar,New,£9.09
So Big,by Edna Ferber,New,£21.89
The House Without A Key,by Earl Derr Biggers,New,£21.89
The Complete Troilus and Cressida,"by Donald J Richardson (Registrar in Renal Medicine, St. James's University Hospital, Leeds)",New,£15.09
The New Yam Festival,by Deborah Mboya,New,£10.69
"How high, how high can that cupcake fly?",by Lance D Sabo,New,£13.39
The Complete Winter's Tale,"by Donald Richardson (Registrar in Renal Medicine, St. James's University Hospital, Leeds)",New,£15.09
The Christmas Tree Twins,by Raymond Hansen Knudsen,New,£14.69
The Angel Babies V,by Clive Alando Taylor,New,£9.79
Nightmare in the Limbo of Halloween,by Behzad Almasi,New,£13.39
The Complete Coriolanus,by Dr Donald Richardson (Registrar in Renal Medicine St James's University Hospital Leeds),New,£15.79
Freeburg,"by Dan Harkins (San Jose, California)",New,£12.39
Colomba,by Ottone Bacaredda,New,£10.69
The Valley of Fear,by Sir Arthur Conan Doyle,New,£7.89
Persuasion,by Jane Austen,New,£8.39
Persuasion,by Jane Austen,New,£8.39
Tarzan Of The Apes,by Edgar Rice Burroughs,New,£7.09
The War Of The Worlds,by H G Wells,New,£8.19
Great Expectations,by Dickens,New,£10.99
Gulliver's Travels,by Jonathan Swift,New,£8.49
Pollyanna,by Eleanor H Porter,New,£8.29
The Sayings Of Confucius,by Confucius,New,£8.19
amadeus!,by Josephine Debois,New,£16.99
Ivot P{r}outnika,by Josef Iman,New,£19.69
Tweaker,by Joe Hester,New,£15.79
The Hermies Incident,by Isaac King,New,£10.59
Deep Shade,by Deborah Ledrew,New,£19.69
Rumplestiltskin and the Prince,by Jessica Green,New,£9.39
The Awakening,by Beth a Curry,New,£13.49
Zendayah,by Gracein Heights,New,£13.49
One Last chance at Love,by Dion Artis,New,£11.69
Occultus Liber,by Neil Baker,New,£19.89
Pride and Prejudice,by Jane Austen,New,£11.29
Mortal Bite,by S Hamil,New,£12.09
The Adventures Of Huckleberry Finn,by Mark Twain,New,£10.49
The Adventures Of Tom Sawyer,by Mark Twain,New,£9.69
Pride And Prejudice,by Jane Austen,New,£11.29
Pride And Prejudice,by Jane Austen,New,£16.69
Jane Eyre,by Charlotte Bronte,New,£14.79
The Swiss Family Robinson,by Johann David Wyss,New,£11.39
My Mortal Enemy,by Willa Cather,New,£4.49
Elizabeth,by Amy D'Orazio,New,£10.49
"The Adventures of Telemachus, the Son of Ulysses",by Francois de Salignac de La Mothe Fenelon,New,£42.09
The Secret Agent,by Joseph Conrad,New,£13.59
Fitzgerald: All The Sad Young Men,by F. Scott Fitzgerald,New,£21.99
The League of the Scarlet Pimpernel,by Emmuska Orczy,New,£7.59
Henry of Ofterdingen,by Novalis,New,£19.69
Jane Austen and the State (RLE Jane Austen),by Mary Evans,New,£48.19
A Tale of Two Cities (Premium Edition),by Charles Dickens,New,£33.09
Schachnovelle,by Stefan Zweig,New,£7.49
The Man With Two Left Feet,by P G Wodehouse,New,£20.79
The Blonde Lady,by Maurice LeBlanc,New,£16.09
The Coral Island,by Robert Michael Ballantyne,New,£20.39
Fall Comes from the Forest,by Marius Katiliskis,New,£13.69
This is the End,by Stella Benson,New,£6.19
The Jewels of Aptor,by Samuel R Delany,New,£11.99
Aus der Triumphgasse,by Ricarda Huch,New,£25.19
The Heart Is A Lonely Hunter,by Carson McCullers,New,£29.19
The Ladies' Delight,by Emile Zola,New,£11.19
Indian Boyhood,by Charles A Eastman,New,£15.29
The Adventures of Tom Sawyer,by Mark Twain,New,£20.59
Alice in Wonderland Collection,by Lewis Carroll,New,£10.19
The Old Curiosity Shop,by Charles Dickens,New,£8.79
"The Metamorphosis, Large-Print Edition",by Franz Kafka,New,£8.99
The Holiday,by Richmal Crompton,New,£23.09
The Rush for the Spoil,by mile Zola,New,£9.09
Plashers Mead,by Compton MacKenzie,New,£18.19
The Heavenly Twins,by Sarah Grand,New,£18.69
Jewel sowers,by Edith Allonby,New,£13.69
The Human Chord,by Algernon Blackwood,New,£26.19
Walden and Civil Disobedience,by Henry David Thoreau,New,£13.09
The Visoko Chronicle,by Ivan Tavcar,New,£14.39
Urania,by Camille Flammarion,New,£28.19
The Triumph Of The Scarlet Pimpernel,by Baroness Orczy,New,£14.59
The Chronicles Of Barsetshire,by Anthony Trollope,New,£29.19
"The Financier, a Novel",by Deceased Theodore Dreiser,New,£17.19
The Wife and Other Stories,by Anton Chekhov,New,£21.89
The Zeppelin's Passenger,by E Phillips Oppenheim,New,£20.39
"The Jungle Book (Illustrated by John L. Kipling, William H. Drake, and Paul Frenzeny)",by Rudyard Kipling,New,£10.79
Becka's Buckra Baby,by Thomas MacDermot,New,£4.79
Hotel Amerika,by Maria Leitner (University of Liverpool),New,£25.79
Blake; or The Huts of America,by Martin R. Delany,New,£7.19
Das Madchen Manuela,by Christa Winsloe,New,£25.79
Germinal,by Emile Zola,New,£7.49
Narcissa,by Richmal Crompton,New,£23.09
Lost Illusion,by Freda Utley,New,£19.49
The Crock of Gold,by James Stephens,New,£23.19
The Raven by Edgar Allan Poe,by Edgar Allan Poe,New,£6.49
Garth,by Julian Hawthorne,New,£28.19
Wenderholme,by Philip Gilbert Hamerton,New,£29.19
Fairy Circles,by Villamaria,New,£28.19
The Woman-Haters,by Joseph Crosby Lincoln,New,£17.49
The Torrent,by Vicente Blasco Ibanez,New,£19.39
The Woman-Haters,by Joseph Crosby Lincoln,New,£27.19
The Torrent,by Vicente Blasco Ibanez,New,£28.19
The House of Atreus,by Aeschylus,New,£26.19
A Harmony Of The Four Gospels,by James Macknight,New,£26.19
Les Principes De La Philosophie...,by Rene Descartes,New,£28.19
Satyricon,by Petronius (Arbiter),New,£26.19
A Harmony Of The Four Gospels,by James Macknight,New,£33.99
The Iliad and Odyssey of Homer,by Homer Homer,New,£27.19
The Tale of Mr. Jeremy Fisher,by Beatrix Potter,New,£13.59
Fanny Herself / by Edna Ferber; Illustrated by J. Henry,by Edna Ferber,New,£20.39
Fanny Herself / by Edna Ferber; Illustrated by J. Henry,by Edna Ferber,New,£28.19
The Tale of Mr. Jeremy Fisher,by Beatrix Potter,New,£25.19
Les Maitres Sonneurs,by George Sand,New,£29.19
The Fair Maid of Perth,by Walter Scott,New,£21.39
From Powder Monkey to Admiral,by William Henry Giles Kingston,New,£21.39
Ionica,by William Cory,New,£15.49
Tom Swift and His Motor-Boat,by Victor Appleton,New,£14.49
Tom Swift and His Air Glider,by Victor Appleton,New,£25.19
Christopher and Columbus,by Elizabeth Von Arnim,New,£29.19
Tom Swift and His Motor-Boat,by Victor Appleton,New,£25.19
The Works of George Fox,by George Fox,New,£35.99
Poems,by Thomas Gray,New,£14.49
Poems,by Thomas Gray,New,£25.19
Strange Houses of Sleep,by Arthur Edward Waite,New,£20.39
The Adventures of Pinocchio,by Carlo Collodi,New,£17.49
Strange Houses of Sleep,by Arthur Edward Waite,New,£28.19
The Adventures of Pinocchio,by Carlo Collodi,New,£27.19
With the Boer Forces,by Howard C Hillegas,New,£15.49
The Tithe-Proctor,by William Carleton,New,£28.19
Dictionnaire raisonne de l'architecture francaise du XIe au XVIe siecle; Volume 6,by Viollet-Le-Duc Eugene-Emman 1814-1879,New,£24.29
The Life of P. T. Barnum,by P T Barnum,New,£32.09
War and Peace; Volume 2,by Leo Tolstoy,New,£28.19
Hester,by Mrs Oliphant,New,£19.39
A History of Science; Volume 3,by Henry Smith Williams,New,£17.49
Celtic Literature,by Matthew Arnold,New,£14.49
War and Peace; Volume 2,by Leo Tolstoy,New,£35.99
Jewel's Story Book,by Clara Louise Burnham,New,£19.39
The Amateur Gentleman,by Jeffery Farnol,New,£28.19
The Story of the Amulet,by Edith Nesbit,New,£17.49
The Old Man in the Corner,by Baroness Orczy,New,£17.49
The Bobbsey Twins in Washington,by Laura Lee Hope,New,£25.19
Jewel's Story Book,by Clara Louise Burnham,New,£28.19
The Amateur Gentleman,by Jeffery Farnol,New,£35.99
The Adventures Of Tom Sawyer,by Mark Twain,New,£8.99
Great Expectations,by Charles Dickens,New,£14.69
Peter Pan (Peter And Wendy),by Jamie Iaconis,New,£8.19
Peter And Wendy (Peter Pan),by Jamie Iaconis,New,£16.89
The Trumpestiad,by Richard A Pundt,New,£10.69
Midnight Playground,by Simone M Richards,New,£13.39
The Driver and His Wife,by Roland L Reed,New,£14.29
Lords of the Housetops,by Carl Van Vechten,New,£15.39
Portland Poetry,by Andrew Shiston,New,£11.59
Emily of New Moon,by Lucy M Montgomery,New,£9.59
The Life and Adventures of Santa Claus,by L Frank Baum,New,£7.59
Ramona,by Helen Hunt Jackson,New,£10.49
The Gambler,by Fyodor Dostoyevsky,New,£8.59
Victory,by Joseph Conrad,New,£10.49
Lord of the World,by Robert Hugh Benson,New,£9.59
Daisy Miller (with an Introduction by Martin W. Sampson),by Henry James,New,£6.69
The Cat of Bubastes,by G a Henty,New,£10.49
"The Wreck of the Titan, or Futility",by Morgan Robertson,New,£10.29
The End of Nana Sahib,by Jules Verne,New,£14.99
Table Talk - Being the Discourses Of John Selden,"by John, Selden",New,£15.29
Three Novels - Headlong Hall -Nightmare Abbey-Crotchet Castle,"by Thomas Love, Peacock",New,£19.49
Thunder on the Left,"by Christopher, Morley",New,£21.19
Porgy,"by Du Bose, Heyward",New,£16.99
The Mother - A Novel,"by Grazia, Deledda",New,£20.29
"J.M. Synge's Plays, Poems & Prose","by J.M., Synge",New,£22.79
The White Peacock,"by D.H., Lawrence",New,£18.69
Barnaby Rudge,by Charles. Dickens,New,£26.19
British Goblins,by Wirt Sikes,New,£20.89
Celtic Tales Told to the Children,by Louey Chisholm,New,£13.89
Anne of Green Gables,by Lucy Maud Montgomery,New,£25.29
Hester's History. a Novel. by Rosa Mulholland,by Anonymous,New,£16.99
A Girton Girl.,by Annie Edwards,New,£17.79
"Dombey and Son [By Charles Dickens]. Full-Length Portraits of Dombey and Carker, Miss Tox, Mrs. Skewton, Mrs. Pipchin, Old Sol and Captain Cuttle, Major Bagstock, Miss Nipper, Polly. in Eight Plates, Designed and Etched by H. K. Browne.",by Hablot Knight Browne,New,£12.79
Chartist Fiction,by Ian Haywood,New,£37.69
The Heroines of Ancient Persia,by Bapsy Pavry,New,£20.09
&#2346;&#2381;&#2352;&#2354;&#2379;&#2349;&#2325;&#2379;&#2306; &#2325;&#2375; &#2350;&#2379;&#2361;&#2325; &#2325;&#2366; &#2346;&#2381;&#2352;&#2354;&#2379;&#2349;&#2344; - &#2319;&#2325; &#2324;&#2352; &#2340;&#2369;&#2330;&#2381;&#2331; &#2313;&#2346;&,by Inderpreet Kaur,New,£23.39
Zram ou la Saga des Mreiba,by Mohamed Lemine Taleb Jeddou,New,£11.79
Oscuro cuento de hadas,by Aran Maza,New,£10.89
Storia Romanzata della Guerra di Troia,by Dionigi Cristian Lentini,New,£8.79
Marigold,by Jack Heerema,New,£16.69
Maggie Nora Liza Mhor,by Paul K MacNeil,New,£19.29
The Jungle,by Upton Sinclair,New,£16.39
"A Collection of Old English Plays, Volume III (Esprios Classics)",by A H Bullen,New,£21.89
"A Collection of Old English Plays, Volume I (Esprios Classics)",by A H Bullen,New,£21.29
John Corwell,by Louis Becke,New,£13.29
Jan,by A J Dawson,New,£17.39
"Handy Andy, Volume One (Esprios Classics)",by Samuel Lover,New,£21.29
"Left Behind; or, Ten Days a Newsboy (Esprios Classics)",by James Otis,New,£15.39
The Emperor of Portugalia,by Selma Lagerloef,New,£27.19
Five Little Peppers and How They Grew,by Margaret Sidney,New,£17.49
Five Little Peppers and How They Grew,by Margaret Sidney,New,£27.19
Silas Marner,by George Eliot,New,£17.49
Lykke-Per ...,by Henrik Pontoppidan,New,£15.49
Triplanetary,by Edward Elmer Smith,New,£15.49
"Joshua, and the Land of Promise",by Frederick Brotherton Meyer,New,£17.49
"Joshua, and the Land of Promise",by Frederick Brotherton Meyer,New,£27.19
My Brilliant Career,by Miles Franklin,New,£28.19
Madame Bovary,by Gustave Flaubert,New,£21.39
La Peau de Chagrin,by Anonymous,New,£21.39
The History of Henry Esmond,by William Makepeace Thackeray,New,£33.99
Madame Bovary,by Gustave Flaubert,New,£29.19
The Water-Babies,by Charles Kingsley,New,£15.49
Lost Illusions,by Anonymous,New,£32.09
The Water-Babies,by Charles Kingsley,New,£26.19
"Anyhow Stories, Moral and Otherwise",by Lucy Clifford,New,£15.49
"Anyhow Stories, Moral and Otherwise",by Lucy Clifford,New,£26.19
Fame and Fortune,"by Horatio Alger, Jr",New,£26.19
The Jacket,by Jack London,New,£19.39
Laughter An Essay On The Meaning Of The Comic,by Henri Bergson,New,£27.19
Greyfriars Bobby,by Eleanor Stackhouse Atkinson,New,£15.49
The Children of the New Forest,by Frederick Marryat,New,£20.39
The Children of the New Forest,by Frederick Marryat,New,£28.19
From the Earth to the Moon; and Round the Moon,by Jules Verne,New,£20.39
Persuasion,by Jane Austen,New,£27.19
From the Earth to the Moon; and Round the Moon,by Jules Verne,New,£28.19
Candide,by Voltaire,New,£14.49
Looking Backward From 2000 to 1887,by Edward Bellamy,New,£27.19
In Desert and Wilderness,by Sienkiewicz Henryk,New,£24.29
Ramona,by Helen Hunt Jackson,New,£22.29
Ramona,by Helen Hunt Jackson,New,£32.09
Jane Eyre,by Charlotte Bronte,New,£26.19
El Conde De Monte-cristo,by Alexandre Dumas,New,£26.19
War and Peace,by Leo Wiener,New,£27.19
The Moorland Cottage,by Elizabeth Cleghorn Gaskell,New,£25.19
Jane Eyre,by Charlotte Bronte,New,£33.99
Little Women,by Louisa May Alcott,New,£34.99
War and Peace,by Leo Wiener,New,£34.99
And Quiet Flows the Don; a Novel,by Mikhail Sholokhov,New,£29.19
The Inferno,by Dante Alighieri,New,£13.59
&#1502;&#1488;&#1464;&#1489;&#1497; &#1491;&#1497;&#1511;,by Herman Melville,New,£15.29
The Yiddish Study in Scarlet,by Sir Arthur Conan Doyle,New,£7.29
A Fury,by Kelly Kamp,New,£17.39
Little French Masterpieces,by Honore de Balzac,New,£16.29
