title,author,condition,price
The Rainbow,by D H Lawrence,Very Good,£6.60
The Woodlanders,by Thomas Hardy,Very Good,£3.49
Sherlock Holmes Stories,by Sir Arthur Conan Doyle,Very Good,£13.99
Wuthering Heights the Graphic Novel Quick Text,by Emily Bronte,Very Good,£9.99
Bel-ami,by Guy de Maupassant,Good,£3.49
Siddhartha,by Herman Hesse,Very Good,£14.10
Nana,by Zola Emile,Good,£3.49
Pauvre Verdurette,by Claude Boujon,Good,£3.49
Jude the Obscure,by Thomas Hardy,Very Good,£4.00
"Danny, Le Champion Du Monde",by Roald Dahl,Very Good,£3.49
Kididoc,by Valrie Guidoux,Very Good,£3.49
Midwinter,by John Buchan,Very Good,£4.30
Der kleine Prinz,by Antoine de Saint-Exupery,Very Good,£3.60
A Little Princess,by Frances Hodgson Burnett,Very Good,£6.90
O Pioneers!,by Willa Cather,Very Good,£4.30
In the Labyrinth,by Alain Robbe-Grillet,Very Good,£9.99
Oliver Twist,by Charles Dickens,Very Good,£3.99
Les albums de Martine,by Oscar Wilde,Well Read,£3.49
Gatsby le magnifique  (film tie-in),by F Scott Fitzgerald,Good,£3.49
Le rouge et le noir (Texte abrege),by Stendhal,Very Good,£3.49
Therese Raquin,by Emile Zola,Very Good,£3.50
Giants Bread,by Agatha Christie,Very Good,£16.99
Evan Harrington,by George Meredith,Very Good,£5.30
Tristram Shandy,by Laurence Sterne,Very Good,£3.49
A Pair of Blue Eyes,by Thomas Hardy,Very Good,£3.49
Adeline Mowbray,by Amelia Opie,Like New,£12.70
Earthquake,by Ruskin Bond,Very Good,£7.95
Agnes Grey,by Anne Bronte,Very Good,£3.49
In the Year of Jubilee,by George Gissing,Very Good,£6.60
Robinson Crusoe,by Daniel Defoe,Very Good,£3.99
The Death of Ivan Ilyich and Other Stories,by Leo Tolstoy,Very Good,£18.40
Il ballo,by Irene Nemirovsky,Very Good,£4.30
"The Rain, The Flies and Other Stories",by Luis Mendez-Rock,Very Good,£6.30
"John Halifax, Gentleman",by Mrs. H. Craik,Very Good,£3.70
The Haunted Hotel,by Wilkie Collins,Very Good,£4.00
Trattato sulla tolleranza,by Voltaire,Very Good,£3.49
Born in Exile,by George Gissing,Very Good,£3.95
Thomas Hardy,by Thomas Hardy,Very Good,£3.49
Antologia poetica,by Antonio Machado,Very Good,£6.00
Frankenstein (Barnes & Noble Classics Series),by Mary Wollstonecraft Shelley,Very Good,£5.99
The Man Who Would Be King: Selected Stories of Rudyard Kipling,by Rudyard Kipling,Very Good,£8.30
Far from the Madding Crowd,by Thomas Hardy,Very Good,£3.49
Pride and Prejudice,by Jane Austen,Very Good,£3.49
The Man Who Would Be King: Selected Stories of Rudyard Kipling,by Rudyard Kipling,Very Good,£6.70
The Cry Of The Sloth,by Sam Savage,Very Good,£4.80
Middlemarch,by George Eliot,Very Good,£7.99
The Damnation of Theron Ware,by Harold Frederic,Well Read,£3.49
Manon Lescaut,by Francois Prevost,Like New,£7.99
Man and Wife,by Wilkie Collins,Well Read,£4.30
The Dead Secret,by Wilkie Collins,Very Good,£3.90
The Merry Adventures Of Robin Hood,by Howard Pyle,Very Good,£4.99
Henry James,by Henry James,Good,£4.10
The Blithedale Romance,by Nathaniel Hawthorne,Well Read,£3.49
Life's Handicap,by Rudyard Kipling,Good,£3.99
The Real Charlotte,by E.OE. Somerville,Good,£3.75
Lorna Doone,by R. D. Blackmore,Very Good,£3.50
The Woman Who Did,by Grant Allen,Very Good,£3.49
"Billy Budd, Sailor",by Herman Melville,Very Good,£5.30
Atala and Rene,by Francois-Rene de Chateaubriand,Very Good,£12.90
Love & Friendship,by Austen Jane,Very Good,£3.50
The Pilgrim's Progress (Illustrated Edition),by John Bunyan,Very Good,£6.60
The Chase,by Louisa May Alcott,Very Good,£3.50
The Awakening,by Kate Chopin,Very Good,£4.50
The Wild Irish Girl,by Lady Morgan,Like New,£4.95
The Warden,by Anthony Trollope,Very Good,£4.80
Complete Works of Oscar Wilde,by Oscar Wilde,Like New,£10.20
Wuthering Heights,by Emily Bronte,Very Good,£3.49
North America,by Anthony Trollope,Very Good,£3.49
Royal Highness,by Thomas Mann,Good,£4.50
The Way We Live Now,by Anthony Trollope,Very Good,£3.50
Lettres d'un Voyageur,by George Sand,Very Good,£7.99
Oliver Twist,by Charles Dickens,Very Good,£100.00
The Longest Journey,by E. M. Forster,Very Good,£3.49
Collection Monsieur Madame (Mr Men & Little Miss),by Fabienne Gallon,Very Good,£3.49
The Pilgrim's Progress,by John Bunyan,Good,£6.20
The Master and Margarita,by Mikhail Afanasevich Bulgakov,Very Good,£8.99
Last of the Mohicans,by James Fenimore Cooper,Very Good,£4.50
Parade's End,by Ford Madox Ford,Very Good,£4.10
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Anna Karenina,by Leo Tolstoy,Very Good,£3.50
I Malavoglia (The House by the Medlar Tree),by Giovanni Verga,Very Good,£5.90
Emma,by Jane Austen,Very Good,£3.50
The Oxford Book of Japanese Short Stories,by Theodore W. Goossen,Very Good,£6.30
Martin Chuzzlewit,by Charles Dickens,Very Good,£3.90
Emma (flipback edition),by Jane Austen,Very Good,£9.99
Professor,by Charlotte Bronte,Very Good,£3.60
Little Dorrit,by Charles Dickens,Very Good,£3.49
Complete Illustrated Novels,by Jane Austen,Very Good,£13.00
Sarrasine,by Honore de Balzac,Very Good,£3.49
"Candide, Ou L'Optimisme",by Voltaire,Very Good,£3.49
Jane Eyre,,Very Good,£3.49
Congratulate the Devil,by Howell Davies,Very Good,£6.30
A Simple Story,by Elizabeth Inchbald,Very Good,£3.49
Kidnapped,by Robert Louis Stevenson,Very Good,£3.49
Doctor Jekyll and Mr.Hyde,by Robert Louis Stevenson,Very Good,£3.49
Rainbow Valley,by Lucy Maud Montgomery,Very Good,£7.10
Les amants d'Avignon,by Elsa Triolet,Very Good,£3.49
American Drolleries,by Mark Twain,Very Good,£3.49
Little Lord Fauntleroy,by Frances Hodgson Burnett,Very Good,£9.00
The Bishop and Other Stories,by Anton Pavlovich Chekhov,Very Good,£3.49
Le chateau du petit prince,by Jean-Luc Englebert,Very Good,£3.49
The Devils,by F. M. Dostoevsky,Very Good,£6.30
Anna Karenin,by Leo Tolstoy,Well Read,£3.49
Dombey and Son,by Charles Dickens,Very Good,£3.90
The Charterhouse Of Parma,by Stendhal,Very Good,£12.00
Rupert of Hentzau,by Anthony Hope,Very Good,£3.49
The Vagabond,by Colette,Very Good,£3.49
Les Miserables (vol. 1 of 3),by Victor Hugo,Good,£3.49
The Curate in Charge,by Mrs. Oliphant,Very Good,£3.49
Il Principe,by Niccolo Machiavelli,Very Good,£5.20
Torture Garden,by Octave Mirbeau,Good,£7.20
Madame Bovary,by Gustave Flaubert,Very Good,£3.49
North and South,by Elizabeth Cleghorn Gaskell,Very Good,£3.49
The Collected Novels of The Bronte Sisters,by Anne Bronte,Good,£11.40
Dr Jekyll and Mr Hyde,by Robert Louis Stevenson,Very Good,£3.50
The Resurrection,by L.N. Tolstoy,Very Good,£4.80
Scarlet Letter,by Nathanial Hawthorne,Very Good,£3.50
The Pretty Lady,by Arnold Bennett,Very Good,£4.95
Memoirs of a Cavalier,by Daniel Defoe,Very Good,£4.30
Persuasion,by Jane Austen,Good,£6.60
Mr Blettsworthy on Rampole Island,by H. G. Wells,Very Good,£4.00
Crime and Punishment,by F. M. Dostoevsky,Good,£3.49
The Provost,by John Galt,Very Good,£3.49
Lifted Veil,by Louisa May Alcott,Well Read,£3.49
The Classic Works of Thomas Hardy,by Thomas Hardy,Very Good,£8.00
Redgauntlet,by Sir Walter Scott,Very Good,£3.60
The Queen's Necklace,by Len Rix (Translator),Very Good,£8.90
Ralph the Heir,by Anthony Trollope,Like New,£5.60
Emma,by Jane Austen,Very Good,£4.99
Anne of Green Gables,by L. M. Montgomery,Like New,£4.10
Camilla,by Fanny Burney,Very Good,£4.80
The History of Henry Esmond,by W. M. Thackeray,Very Good,£4.50
Seven Gothic Tales,by Isak Dinesen,Very Good,£11.80
Young Goodman Brown,by Nathaniel Hawthorne,Good,£3.49
This Side of Paradise (Wisehouse Classics Edition),by F Scott Fitzgerald,Very Good,£8.54
Moby Dick,by Herman Melville,Very Good,£3.50
The Darling Dahlias and the Poinsettia Puzzle,by Susan Wittig Albert,Very Good,£6.60
Tales of Unrest,by Joseph Conrad,Very Good,£65.00
The Enchanted April,by Elizabeth von Arnim,Very Good,£12.10
Irish History and the Irish Question,by Goldwin Smith,Very Good,£6.30
Hansel et Gretel,by Magdalena,Very Good,£3.49
Trumpet Major,by Thomas Hardy,Very Good,£3.49
Sister Carrie,by Theodore Dreiser,Very Good,£6.60
Anna Karenina,by Leo Tolstoy,Good,£9.99
The Newcomes,by William Makepeace Thackeray,Very Good,£4.30
Therese Raquin,by Emile Zola,Very Good,£3.49
Les Miserables,by Victor Hugo,Well Read,£3.49
Peccavi,by E W Hornung,Like New,£6.80
Tres novelas ejemplares,by Cervantes,Very Good,£4.30
Libro de buen amor,by Juan Ruiz Arcipreste de Hita,Very Good,£9.60
The Way of All Flesh,by Butler,Very Good,£3.49
The Notebooks of Malte Laurids Brigge,by Rainer Maria Rilke,Like New,£9.99
Lower Depths,by Maxim Gorky,Very Good,£3.49
The Injur'd Husband and Lasselia,by Eliza Haywood,Very Good,£18.00
Vanity Fair,by William Makepeace Thackeray,Very Good,£3.49
Elective Affinities,by Johann Wolfgang von Goethe,Good,£3.49
"Shakespeares Tragedies - Hamlet, Othello, King Lear, Macbeth",by William Shakespeare,Very Good,£5.30
The Murders in the Rue Morgue,by Edgar Allan Poe,Very Good,£3.49
Wolf unter Wolfen,by Hans Fallada,Very Good,£7.90
The Good Earth,by Pearl S. Buck,Very Good,£22.70
Oliver Twist,by Charles Dickens,Well Read,£4.30
Complete Shorter Fiction,by Oscar Wilde,Very Good,£3.90
Alte Geschichten vom Rhein (Grossdruck),by Hermann Cardauns,Very Good,£5.80
Return of the Native,by Thomas Hardy,Very Good,£7.50
The Europeans,by Henry James,Very Good,£3.60
Die Muhle Am Floss. Ubersetzt Von Julius Frese. Zweiter Band,by George Eliot,Like New,£18.99
Les Reveries Du Promeneur Solitaire,by Jean-Jacques Rousseau,Very Good,£3.95
La princesse de Cleves,by Marie-Madeleine La Fayette,Very Good,£3.49
Bel-Ami,by Guy de Maupassant,Very Good,£8.99
Pigeon Pie,by Nancy Mitford,Very Good,£6.50
Dracula,by Bram Stoker,Very Good,£5.90
Les albums de Martine,by Jane Austen,Very Good,£3.49
La Mare Au Diable,by Sand,Very Good,£3.49
A Journal of the Plague Year,by Daniel Defoe,Very Good,£3.50
Lady Chatterley's Lover (Barnes & Noble Classics Series),by D. H. Lawrence,Very Good,£7.50
Diversity of Creatures,by Rudyard Kipling,Very Good,£3.90
Anne's House of Dreams,by L.M. Montgomery,Good,£3.49
Our Mutual Friend,by Charles Dickens,Very Good,£3.50
La Sonate a Kreutzer. Le Bonjeur Conjugal. Le Diable,by Leo Tolstoi,Very Good,£3.49
Rime of the Ancient Mariner,by Samuel Taylor Coleridge,Very Good,£5.80
The Woodlanders,by Thomas Hardy,Very Good,£3.49
Pride and Prejudice,by Jane Austen,Very Good,£3.99
Hunger,by Knut Hamsun,Very Good,£6.99
Bleak House,by Charles Dickens,Very Good,£3.49
The Daft Days,by Neil Munro,Very Good,£4.30
Lady Audley's Secret,by Mary Elizabeth Braddon,Very Good,£6.80
A Tale of Two Cities,by Charles Dickens,Very Good,£3.99
Nicholas Nickleby,by Charles Dickens,Very Good,£3.50
Vingt-Quatre Heures De LA Vie D'Une Femme,by Stefan Zweig,Very Good,£4.80
Sense and Sensibility,by Jane Austen,Very Good,£3.50
Oblomov,by Ivan Goncharov,Very Good,£10.00
The Mayor of Casterbridge,by Thomas Hardy,Very Good,£3.50
Cousin Bazilio,by Eca de Queiros,Very Good,£7.90
Moll Flanders,by Daniel Defoe,Very Good,£3.49
Villette,by Charlotte Bronte,Very Good,£3.49
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
The Jungle Book,by Rudyard Kipling,Very Good,£3.49
Twenty Thousand Leagues under the Sea,by Jules Verne,Very Good,£4.30
The Dickens Collection,by Charles Dickens,Very Good,£16.99
Moll Flanders,by Daniel Defoe,Very Good,£3.49
La Femme De Trente Ans,by Honore de Balzac,Very Good,£5.30
Tarzan of the Apes,by Edgar Rice Burroughs,Very Good,£6.30
The Waves,by Virginia Woolf,Very Good,£7.99
The Double,by F. M. Dostoevsky,Very Good,£7.80
Le reve d'Alembert,by Denis Diderot,Very Good,£4.10
The War Prayer,by Mark Twain,Very Good,£8.80
The Three Musketeers (film tie-in),by Alexandre Dumas,Very Good,£3.60
Iliad,by Homer,Very Good,£3.99
"O Mon George, MA Belle Maitresse",by George Sand,Very Good,£3.49
Tess of the D'Urbervilles,by Thomas Hardy,Very Good,£3.49
Parade's End,by Ford Madox Ford,Very Good,£11.00
Works,by Jane Austen,Good,£3.49
Erewhon,by Samuel Butler,Very Good,£3.49
La place,by Annie Ernaux,Very Good,£7.95
Madame Bovary,by Gustave Flaubert,Well Read,£6.20
Flatland,by Edwin A. Abbott,Very Good,£5.50
The Mudfog Papers,by Charles Dickens,Very Good,£4.60
Bleak House,by Charles Dickens,Very Good,£4.10
Conveersacion En La Catedral,by Mario Vargas Llosa,Good,£6.00
Break of Day,by Colette,Very Good,£5.30
Les femmes savantes,by Moliere,Very Good,£4.30
Nicholas Nickleby,by Charles Dickens,Well Read,£3.49
Platonov/Ce fou de Platonov/Ivanov/Les trois soeurs,by Anton Chekhov,Very Good,£3.49
David Copperfield,by Charles Dickens,Very Good,£3.99
Jude the Obscure,by Thomas Hardy,Very Good,£3.49
The Pearl,by John Steinbeck,Very Good,£4.70
The Secret Rose,by W. B. Yeats,Very Good,£3.50
Le CID,by CORNEILLE,Very Good,£3.50
Selected Stories,by Stefan Zweig,Very Good,£7.80
The Crock of Gold,by James Stephens,Like New,£9.99
Thomas l'Imposteur,by Jean Cocteau,Very Good,£3.49
The Two Towers,by J R R Tolkien,Very Good,£5.30
Great Expectations,by Charles Dickens,Very Good,£6.90
To Kill a Mockingbird,by Harper Lee,Well Read,£4.80
Histoires Naturelles,by Jules Renard,Well Read,£3.49
Jane Austen,by Jane Austen,Very Good,£8.10
TALES OF HENRY JAMES NCE 1E PA,by Henry James,Good,£3.49
The Gods Want Blood,by Anatole France,Very Good,£7.20
Sense and Sensibility,by Jane Austen,Very Good,£38.50
Adam Bede,by George Eliot,Very Good,£3.49
La princesse coquette,by Christine Naumann-Villemin,Very Good,£3.49
Far from the Madding Crowd,by Thomas Hardy,Very Good,£4.00
The Moonstone,by Wilkie Collins,Very Good,£4.20
The Forged Coupon,by Leo Tolstoy,Very Good,£3.90
The Importance of Being Earnest,by Oscar Wilde,Very Good,£6.99
The Pilgrim's Progress,by John Bunyan,Well Read,£3.49
Black Beauty,by Anna Sewell,Very Good,£4.99
Das Urteil und andere Erzahlungen,by Franz Kafka,Very Good,£6.60
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Les Liaisons Dangereuses,by Choderlos de Laclos,Very Good,£3.70
Mary Barton,by Elizabeth Gaskell,Very Good,£3.49
La famille souris dine au clair de lune,by Kasuo Iwamura,Good,£4.00
Jane Eyre,by Charlotte Bronte,Very Good,£6.90
A Simple Story,by Elizabeth Inchbald,Good,£4.95
A Tale of Two Cities (Barnes & Noble Classics Series),by Charles Dickens,Very Good,£6.99
Parade's End: Pt. 1,by Ford Madox Ford,Very Good,£5.30
A Life,by Italo Svevo,Very Good,£3.49
The Adventures of Tom Sawyer (Barnes & Noble Classics Series),by Mark Twain,Very Good,£4.80
I Malavoglia (the House by the Medlar Tree),by Giovanni Verga,Good,£9.99
Robinson Crusoe,by Daniel Defoe,Very Good,£3.60
The Good Soldier,by Ford Madox Ford,Very Good,£4.80
Les chemins de Katmandou,by Rene Barjavel,Very Good,£5.60
Voyage Au Bout De LA Nuit,by Louis-Ferdinand Celine,Very Good,£11.95
The Day of the Locust,by Nathanael West,Very Good,£5.30
Framley Parsonage,by Anthony Trollope,Very Good,£3.49
"Gigi, Julie de Carneilhan, and Chance Acquaintances",by Colette,Very Good,£5.80
Peter Pan (Barnes & Noble Signature Edition),by J. M. Barrie,Very Good,£4.50
The Oxford Book of Hebrew Short Stories,by Glenda Abramson,Very Good,£6.90
The Man That Corrupted Hadleyburg and Other Stories,by Mark Twain,Very Good,£7.99
George Silverman's Explanation,by Charles Dickens,Very Good,£3.49
Corentyne Thunder,by Edgar Mittelholzer,Very Good,£8.99
Classics Sense and Sensibility,by Jane Austen,Very Good,£3.99
The Absentee,by Maria Edgeworth,Good,£5.00
Billy Budd and Other Stories,by Herman Melville,Well Read,£3.50
Dubliners,by James Joyce,Very Good,£4.80
The Warden,by Anthony Trollope,Very Good,£3.49
Treasure Island,by Robert Louis Stevenson,Very Good,£3.49
Hard Times,by Charles Dickens,Very Good,£32.99
Wuthering Heights,by Emily Bronte,Very Good,£7.40
The Age of Innocence (Barnes & Noble Classics Series),by Edith Wharton,Very Good,£5.00
L'argent,by Emile Zola,Very Good,£5.30
Voyage Au Congo,by Gide,Well Read,£3.49
The Innocence of Father Brown,by G. K. Chesterton,Very Good,£16.99
Tess of the D'Urbervilles,by Thomas Hardy,Very Good,£3.50
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Good,£3.49
The Three Cousins,by Frances Trollope,Very Good,£4.80
"La princesse, le dragon, et le chevalier intrepide",by G Pennart,Very Good,£5.90
The Village,by Ivan Bunin,Very Good,£7.40
Moonfleet,by John Meade Falkner,Very Good,£4.70
A Christmas Carol,by Charles Dickens,Very Good,£13.99
Du contrat social,by Jean-Jacques Rousseau,Very Good,£11.75
Sense and Sensibility,by Jane Austen,Very Good,£3.49
Wuthering Heights,by Emily Bronte,Very Good,£3.99
The Secret City,by Hugh Walpole,Good,£5.40
Rob Roy,by Walter Scott,Good,£3.49
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Yvain Ou Le Chevalier Au Lion,by Chretien de Troyes,Very Good,£3.49
The Encantadas and Other Stories,by Herman Melville,Good,£3.49
Queen Lucia,by E. F. Benson,Very Good,£15.98
Frankenstein,by Leonore Fleischer,Very Good,£4.70
The Double: New Translation,by Fyodor Dostoyevsky,Very Good,£6.90
For the Term of His Natural Life: Popular Penguins,by Marcus Clarke,Good,£7.00
La petite bibliotheque de Barbapapa,by Talus Taylor,Very Good,£4.10
Dead Souls (Barnes & Noble Classics Series),by Nikolai Gogol,Very Good,£8.99
Tender is the Night,by F. Scott Fitzgerald,Very Good,£3.99
The Marrow of Tradition,by Charles W. Chesnutt,Very Good,£6.80
The Woman in White,by Wilkie Collins,Very Good,£20.00
The Brothers Karamazov,by Fyodor Dostoyevsky,Very Good,£31.99
A Christmas Carol and Dickens' London,by Charles Dickens,Very Good,£3.50
A Christmas Carol,by Joe Wheeler,Very Good,£10.00
Castle Rackrent,by Maria Edgeworth,Good,£3.49
Fathers and Sons,by Ivan Turgenev,Good,£15.10
Amos Barton,by George Eliot,Very Good,£6.99
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
The Expedition of Humphry Clinker,by Tobias Smollett,Very Good,£3.50
Les albums de Martine,by Jean-Baptsiste Lamarck,Very Good,£5.00
La cicatrice,by Bruce Lowery,Very Good,£3.49
The Portrait of a Lady,by Henry James,Well Read,£3.49
This Side of Paradise (Barnes & Noble Classics Series),by F. Scott Fitzgerald,Very Good,£6.20
Far From The Madding Crowd,,Very Good,£7.50
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Mozart's Journey to Prague,by Eduard Morike,Very Good,£8.10
Les albums de Martine,by Jenny Valentine,Very Good,£3.49
Oxford Children's Classics Kidnapped,by Robert Louis Stevenson,Very Good,£5.30
Seven of the Best,by Frances Hodgson Burnett,Very Good,£3.80
Our Mutual Friend,by Charles Dickens,Very Good,£4.55
Turf or Stone,by Margiad Evans,Very Good,£3.49
Old Curiosity Shop,by Charles Dickens,Very Good,£4.55
Des bleus a l'ame,by Sagan,Very Good,£3.90
A jamais,by Julian Barnes,Very Good,£3.49
Berries on the Heather,by Kari Williamson,Very Good,£8.99
A Dance Of Folly And Pleasure,by O Henry,Very Good,£3.50
Cinna,by Pierre Corneille,Very Good,£3.60
Catharine,by Jane Austen,Very Good,£3.49
Le docteur Pascal,by Emile Zola,Very Good,£4.80
David Copperfield,by Charles Dickens,Very Good,£3.60
House of the Seven Gables,by Nathaniel Hawthorne,Well Read,£3.49
The Minister's Wooing,by Harriet Beecher Stowe,Very Good,£7.99
New Atalantis,by Delarivier Manley,Very Good,£10.70
David Golder,by Irene Nemirovsky,Good,£7.75
John Caldigate,by Anthony Trollope,Well Read,£4.50
The Golden Bowl,by Henry James,Very Good,£4.50
The Postumous Papers of the Pickwick Club,by Charles Dickens,Very Good,£3.49
L'idiot,by Fyodor Dostoyevsky,Very Good,£6.60
Daniel Deronda,by George Eliot,Very Good,£4.30
A Tale of Two Cities,by Charles Dickens,Very Good,£4.30
La mouche qui pete,by Michael Escoffier,Very Good,£5.95
Cranford,by Elizabeth Cleghorn Gaskell,Very Good,£5.99
Le pere Goriot,by Honore de Balzac,Very Good,£4.60
The Happy Prince,by Oscar Wilde,Very Good,£3.49
Wives and Daughters,by Elizabeth Cleghorn Gaskell,Very Good,£3.50
The Picture of Dorian Gray and Other Writings,by Oscar Wilde,Very Good,£4.20
Gatsby le magnifique,by F Scott Fitzgerald,Very Good,£4.10
A Sentimental Journey Through France and Italy,by Laurence Sterne,Very Good,£3.50
Les albums de Martine,by Charles Dickens,Very Good,£5.30
Le grand Meaulnes,by Alain-Fournier,Very Good,£3.49
The Law and the Lady,by Wilkie Collins,Very Good,£3.50
Mystery of Edwin Drood,by Charles Dickens,Good,£4.55
The Woman in White,by Wilkie Collins,Very Good,£3.50
The Adventures of Huckleberry Finn,by Mark Twain,Very Good,£3.90
Scenes from the Latin Quarter,by Henri Murger,Very Good,£4.80
Rudin,by Ivan Turgenev,Very Good,£17.90
Des inconnues,by Patrick Modiano,Very Good,£3.90
The Mystified Magistrate and Other Tales,by Marquis de Sade,Very Good,£9.99
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Le Pere Goriot,by Honore de Balzac,Very Good,£3.70
The Enchanter,by Vladimir Nabokov,Very Good,£6.90
Black Beauty,by Anna Sewell,Very Good,£3.50
Beware of Pity,by Stefan Zweig,Very Good,£3.50
Sufferings of Young Werther,by Johann Wolfgang von Goethe,Very Good,£3.60
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Meurtres pour memoires,by Didier Daeninckx,Very Good,£3.50
Gros-Calin,by Romain Gary,Very Good,£4.60
Supplement au voyage de Bougainville,by Denis Diderot,Very Good,£4.80
Far from the Madding Crowd,by Thomas Hardy,Well Read,£3.49
Barchester Towers,by Anthony Trollope,Very Good,£3.49
The Call of the Wild and White Fang (Barnes & Noble Classics Series),by Jack London,Very Good,£5.60
My Mortal Enemy,by Willa Cather,Very Good,£8.99
Oliver Twist,by Charles Dickens,Good,£3.49
Le Passe-Muraille ET Autres Nouvelles,by Marcel Ayme,Very Good,£3.49
Le Grand Meaulnes Edition College,by Alain-Fournier,Very Good,£3.60
The Adventures of Huckleberry Finn,by Mark Twain,Well Read,£3.49
Je commence a lire avec Martine,by Gilbert Delahaye,Very Good,£3.49
La chartreuse de Parme,by Stendhal,Well Read,£4.80
Le medecin de campagne,by Honore de Balzac,Very Good,£3.49
Nicholas Nickleby,by Charles Dickens,Very Good,£3.49
Uncle Tom's Cabin,by Harriet Beecher Stowe,Very Good,£5.30
Love Among The Artists,by George Bernard Shaw,Very Good,£3.50
Samurai Tales,by Romulus Hillsborough,Very Good,£13.50
The Mysteries of Udolpho,by Ann Radcliffe,Well Read,£6.60
The Claverings,by Anthony Trollope,Well Read,£4.99
Le coup de grace,by Marguerite Yourcenar,Very Good,£3.49
Lord Jim,by Joseph Conrad,Very Good,£3.99
Unsocial Socialist,by George Bernard Shaw,Very Good,£3.50
Les albums de Martine,by Oscar Wilde,Very Good,£4.30
Illusions Perdues,by Honore de Balzac,Very Good,£5.30
V380 Ulysses,by James Joyce,Well Read,£6.40
Ethan Frome,by Edith Wharton,Well Read,£3.50
Three Men in a Boat,by Jerome K. Jerome,Very Good,£3.50
Middlemarch,by George Eliot,Well Read,£3.49
Doctor Thorne,by Anthony Trollope,Very Good,£4.80
Northanger Abbey Bargain,by Jane Austen,Very Good,£3.49
L'ingenu,by Voltaire,Very Good,£3.49
Winnie the Pooh Photo Album,by E. H. Shepard,Very Good,£3.49
Daisy Miller,by Henry James,Very Good,£3.49
The Way of All Flesh,by Samuel Butler,Very Good,£3.49
Through the Looking Glass,by Lewis Carroll,Very Good,£3.49
The Red Badge of Courage,by Stephen Crane,Very Good,£3.49
Out of Africa,by Karen Blixen,Very Good,£3.49
Persuasion,by Jane Austen,Very Good,£3.50
Tales from Shakespeare,by Charles Lamb,Very Good,£3.49
Robinson Crusoe,by Daniel Defoe,Very Good,£3.49
The Mill on the Floss,by George Eliot,Very Good,£3.49
Tender is the Night,by F Scott Fitzgerald,Very Good,£3.49
Aesop's Illustrated Fables (Barnes & Noble Collectible Editions),by Aesop,New,£22.59
The Wind in the Willows,by Kenneth Grahame,New,£5.89
Alice's Adventures in Wonderland and Other Stories,by Lewis Carroll,New,£29.19
A Month in the Country,by J.L. Carr,New,£7.79
"Beauty and the Beast, The (MinaLima Edition)",by Gabrielle-Suzanna Barbot de Villenueve,New,£19.29
The Jungle Book,by Rudyard Kipling,New,£5.89
Walden and Civil Disobedience,by Henry David Thoreau,New,£4.79
About Love,by Anton Chekhov,New,£8.49
The Mabinogion,"by Sioned Davies (Chair of Welsh and Head of School, Cardiff University)",New,£14.09
The Adventures of Huckleberry Finn,by Mark Twain,New,£14.09
The Railway Children,by E. Nesbit,New,£5.89
Madame Bovary,by Gustave Flaubert,New,£14.09
The Green Man,by Kingsley Amis,New,£8.49
Thomas Hardy Boxed Set,by Thomas Hardy,New,£42.39
Tess of the D'Urbervilles,by Thomas Hardy,New,£12.69
The Idiot,by Fyodor Dostoevsky,New,£9.49
Mrs Dalloway,by Virginia Woolf,New,£8.09
To the Lighthouse,by Virginia Woolf,New,£9.09
Jane Austen: The Complete Works,by Jane Austen,New,£81.89
The Iliad,by Homer,New,£10.09
Metamorphosis and Other Stories,by Franz Kafka,New,£7.79
Monkey Grip,by Helen Garner,New,£9.49
The Way Back,by Erich Maria Remarque,New,£8.49
Stoner,by John Williams,New,£14.09
The Master and Margarita,by Mikhail Bulgakov,New,£10.09
The Little Prince,by Antoine de Saint-Exupery,New,£11.79
The Cossacks and Other Stories,by Leo Tolstoy,New,£10.49
Mark Twain,by Mark Twain,New,£15.99
East of Eden,by Mr John Steinbeck,New,£8.79
Frankenstein (Deluxe Edition),by Mary Shelley,New,£22.59
The Brothers Karamazov,by Fyodor Dostoevsky,New,£15.39
Selected Works of the Bronte Sisters,by Charlotte Bronte,New,£15.39
Collected Stories,by Franz Kafka,New,£15.39
The Adventures of Huckleberry Finn,by Mark Twain,New,£8.09
The Jungle Book,by Rudyard Kipling,New,£9.09
The Judge's House,by Georges Simenon,New,£7.79
The Secret Life of Walter Mitty,by James Thurber,New,£7.79
